D_Governorate;D_GPCODE;D_District;D_DPCODE;D_Sub_District;D_SD_PCODE;D_Community;D_CPCODE;IDP_Flow_Estimation
Dar'a;SY12;Dar'a;SY1200;Kherbet Ghazala;SY120002;Eastern Ghariyeh;C6009;0
Dar'a;SY12;Dar'a;SY1200;Kherbet Ghazala;SY120002;Western Ghariyeh;C6010;0
Dar'a;SY12;Dar'a;SY1200;Kherbet Ghazala;SY120002;Alma;C6011;50
Dar'a;SY12;Dar'a;SY1200;Ash-Shajara;SY120003;Hit;C6013;0
Dar'a;SY12;Dar'a;SY1200;Ash-Shajara;SY120003;Al-Qusayr;C6017;20
Dar'a;SY12;Dar'a;SY1200;Ash-Shajara;SY120003;Sahm El Golan;C6018;18
Dar'a;SY12;Dar'a;SY1200;Da'el;SY120004;Da'el;C6030;1800
Dar'a;SY12;Dar'a;SY1200;Da'el;SY120004;Abtaa;C6031;300
Dar'a;SY12;Dar'a;SY1200;Mzeireb;SY120005;Yadudeh;C6032;600
Dar'a;SY12;Dar'a;SY1200;Mzeireb;SY120005;Tal Shihab;C6033;900
Dar'a;SY12;Dar'a;SY1200;Mzeireb;SY120005;Tafas;C6034;1100
Dar'a;SY12;Dar'a;SY1200;Mzeireb;SY120005;Ajami;C6035;80
Dar'a;SY12;Dar'a;SY1200;Mzeireb;SY120005;Tabriyat;C6036;70
Dar'a;SY12;Dar'a;SY1200;Mzeireb;SY120005;Zayzun;C6037;500
Dar'a;SY12;Dar'a;SY1200;Mzeireb;SY120005;Jlein;C6038;133
Dar'a;SY12;Dar'a;SY1200;Mzeireb;SY120005;Mzeireb;C6039;900
Dar'a;SY12;Dar'a;SY1200;Mzeireb;SY120005;Nahj;C6040;240
Dar'a;SY12;Dar'a;SY1200;Jizeh;SY120006;Mataeiyeh;C6041;0
Dar'a;SY12;Dar'a;SY1200;Jizeh;SY120006;Ghasm;C6042;250
Dar'a;SY12;Dar'a;SY1200;Mseifra;SY120007;Mseifra;C6044;0
Dar'a;SY12;Dar'a;SY1200;Mseifra;SY120007;Sahwa;C6045;500
Dar'a;SY12;Dar'a;SY1200;Mseifra;SY120007;Um Walad;C6046;0
Dar'a;SY12;Dar'a;SY1200;Mseifra;SY120007;Karak;C6047;0
Dar'a;SY12;As-Sanamayn;SY1202;As-Sanamayn;SY120200;Hara;C6048;0
Dar'a;SY12;As-Sanamayn;SY1202;As-Sanamayn;SY120200;Zamrin;C6049;0
Dar'a;SY12;As-Sanamayn;SY1202;As-Sanamayn;SY120200;Barqa;C6052;0
Dar'a;SY12;As-Sanamayn;SY1202;As-Sanamayn;SY120200;Samlin;C6055;0
Dar'a;SY12;As-Sanamayn;SY1202;As-Sanamayn;SY120200;Ankhal;C6058;100
Dar'a;SY12;As-Sanamayn;SY1202;As-Sanamayn;SY120200;Jisri;C6060;0
Dar'a;SY12;As-Sanamayn;SY1202;Masmiyyeh;SY120201;Sakra;C6065;0
Dar'a;SY12;As-Sanamayn;SY1202;Masmiyyeh;SY120201;Masmiyyeh;C6068;4
Dar'a;SY12;As-Sanamayn;SY1202;Ghabagheb;SY120202;Aqraba;C6079;15
Dar'a;SY12;As-Sanamayn;SY1202;Ghabagheb;SY120202;Mal;C6080;0
Dar'a;SY12;As-Sanamayn;SY1202;Ghabagheb;SY120202;Tiha;C6085;0
Dar'a;SY12;As-Sanamayn;SY1202;Ghabagheb;SY120202;Kafr Nassij;C6089;0
Dar'a;SY12;Izra';SY1203;Izra';SY120300;Rweisat;C6092;0
Dar'a;SY12;Izra';SY1203;Izra';SY120300;Matleh;C6093;0
Dar'a;SY12;Izra';SY1203;Izra';SY120300;Hamer;C6094;0
Dar'a;SY12;Izra';SY1203;Izra';SY120300;Zabayer;C6095;0
Dar'a;SY12;Izra';SY1203;Izra';SY120300;Jadal;C6096;100
Dar'a;SY12;Izra';SY1203;Izra';SY120300;Sur;C6098;0
Dar'a;SY12;Izra';SY1203;Izra';SY120300;Najih;C6100;0
Dar'a;SY12;Izra';SY1203;Izra';SY120300;Izra';C6101;8
Dar'a;SY12;Izra';SY1203;Izra';SY120300;Mjeidel;C6102;0
Dar'a;SY12;Izra';SY1203;Izra';SY120300;Asem;C6103;0
Dar'a;SY12;Izra';SY1203;Izra';SY120300;Bweir;C6104;0
Dar'a;SY12;Izra';SY1203;Izra';SY120300;Bisr Elharir;C6105;100
Dar'a;SY12;Izra';SY1203;Izra';SY120300;Mahjeh;C6107;0
Dar'a;SY12;Izra';SY1203;Izra';SY120300;Qirata;C6109;0
Dar'a;SY12;Izra';SY1203;Izra';SY120300;Masikeh-Lajat;C6110;0
Dar'a;SY12;Izra';SY1203;Jasim;SY120301;Jasim;C6111;400
Dar'a;SY12;Izra';SY1203;Jasim;SY120301;Nimer;C6112;0
Dar'a;SY12;Izra';SY1203;Hrak;SY120302;Rikhim;C6113;0
Dar'a;SY12;Izra';SY1203;Hrak;SY120302;Western Maliha;C6114;0
Dar'a;SY12;Izra';SY1203;Hrak;SY120302;Sura;C6115;0
Dar'a;SY12;Izra';SY1203;Hrak;SY120302;Hrak;C6116;0
Dar'a;SY12;Izra';SY1203;Hrak;SY120302;Eastern Maliha;C6117;0
Dar'a;SY12;Izra';SY1203;Hrak;SY120302;Nahta;C6118;0
Dar'a;SY12;Izra';SY1203;Nawa ;SY120303;Edwan;C6119;12
Dar'a;SY12;Izra';SY1203;Nawa ;SY120303;Sheikh Saed;C6120;0
Dar'a;SY12;Izra';SY1203;Nawa ;SY120303;Jabaliyeh;C6121;2100
Dar'a;SY12;Izra';SY1203;Nawa ;SY120303;Sokkariyeh;C6122;0
Dar'a;SY12;Izra';SY1203;Nawa ;SY120303;Nasriyeh;C6123;0
Dar'a;SY12;Izra';SY1203;Nawa ;SY120303;Nawa;C6124;4000
Dar'a;SY12;Izra';SY1203;Tassil;SY120305;Tassil;C6131;48
Dar'a;SY12;Izra';SY1203;Tassil;SY120305;Bekar;C6132;0
Dar'a;SY12;Izra';SY1203;Tassil;SY120305;Eastern Bekar;C6133;0
As-Sweida;SY13;As-Sweida;SY1300;As-Sweida;SY130000;Sahwet Elkhodar;C6139;5
As-Sweida;SY13;As-Sweida;SY1300;As-Sweida;SY130000;Atil;C6145;10
As-Sweida;SY13;As-Sweida;SY1300;As-Sweida;SY130000;Rassas;C6146;40
As-Sweida;SY13;As-Sweida;SY1300;As-Sweida;SY130000;As-Sweida;C6147;225
As-Sweida;SY13;As-Sweida;SY1300;As-Sweida;SY130000;Mayamas;C6157;10
As-Sweida;SY13;Salkhad;SY1302;Salkhad;SY130200;Salkhad;C6184;10
As-Sweida;SY13;Salkhad;SY1302;Qarayya;SY130201;Qarayya;C6200;5
As-Sweida;SY13;Salkhad;SY1302;Gharyeh;SY130202;Gharyeh;C6201;6
As-Sweida;SY13;Salkhad;SY1302;Milh;SY130204;Sheab;C6208;5
As-Sweida;SY13;Salkhad;SY1302;Milh;SY130204;Milh;C6219;15
As-Sweida;SY13;Shahba;SY1303;Shahba;SY130300;Shahba;C6226;15
As-Sweida;SY13;Shahba;SY1303;Shaqa;SY130301;Jneineh;C6241;5
As-Sweida;SY13;Shahba;SY1303;Ariqa;SY130302;Smeid;C6244;10
As-Sweida;SY13;Shahba;SY1303;Little Sura;SY130303;Khalkhaleh;C6253;5
As-Sweida;SY13;Shahba;SY1303;Little Sura;SY130303;Lahetheh;C6263;5
Quneitra;SY14;Quneitra;SY1400;Quneitra;SY140000;Rweheineh;C6264;0
Quneitra;SY14;Quneitra;SY1400;Quneitra;SY140000;Hameidiyyeh;C6265;0
Quneitra;SY14;Quneitra;SY1400;Quneitra;SY140000;Western Samadaniyeh ;C6266;0
Quneitra;SY14;Quneitra;SY1400;Quneitra;SY140000;Bir Ajam;C6267;0
Quneitra;SY14;Quneitra;SY1400;Quneitra;SY140000;Quneitra;C6268;0
Quneitra;SY14;Quneitra;SY1400;Quneitra;SY140000;Breiqa ;C6269;0
Quneitra;SY14;Quneitra;SY1400;Quneitra;SY140000;Qahtaniyyeh;C6270;0
Quneitra;SY14;Quneitra;SY1400;Khan Arnaba;SY140001;Tarnaja;C6271;0
Quneitra;SY14;Quneitra;SY1400;Khan Arnaba;SY140001;Um Batna;C6272;0
Quneitra;SY14;Quneitra;SY1400;Khan Arnaba;SY140001;Kalidiyeh;C6274;0
Quneitra;SY14;Quneitra;SY1400;Khan Arnaba;SY140001;Jbata Elkhashab;C6281;0
Quneitra;SY14;Quneitra;SY1400;Khan Arnaba;SY140001;Ofania;C6282;0
Quneitra;SY14;Quneitra;SY1400;Khan Arnaba;SY140001;Mashara;C6283;0
Quneitra;SY14;Quneitra;SY1400;Khan Arnaba;SY140001;Momtaneh;C6284;0
Quneitra;SY14;Quneitra;SY1400;Khan Arnaba;SY140001;Kom Elbasha;C6286;0
Quneitra;SY14;Quneitra;SY1400;Khan Arnaba;SY140001;Nabe Elsakher;C6287;0
Quneitra;SY14;Quneitra;SY1400;Al-Khashniyyeh;SY140002;Asbah;C6288;0
Quneitra;SY14;Quneitra;SY1400;Al-Khashniyyeh;SY140002;Ein Eltineh;C6289;0
Quneitra;SY14;Quneitra;SY1400;Al-Khashniyyeh;SY140002;Qseibeh;C6290;0
Quneitra;SY14;Quneitra;SY1400;Al-Khashniyyeh;SY140002;Sweisa;C6291;0
Quneitra;SY14;Quneitra;SY1400;Al-Khashniyyeh;SY140002;Esheh;C6292;0
Quneitra;SY14;Quneitra;SY1400;Al-Khashniyyeh;SY140002;Ghadir Elbostan;C6293;0
Quneitra;SY14;Quneitra;SY1400;Al-Khashniyyeh;SY140002;Eastern Basa - Ein Qadi;C6294;0
Quneitra;SY14;Quneitra;SY1400;Al-Khashniyyeh;SY140002;Hijeh;C6295;50
Quneitra;SY14;Quneitra;SY1400;Al-Khashniyyeh;SY140002;Rafid;C6296;0
Quneitra;SY14;Quneitra;SY1400;Al-Khashniyyeh;SY140002;Maalaqa;C6298;0
Quneitra;SY14;Quneitra;SY1400;Al-Khashniyyeh;SY140002;Kodneh;C6299;0
Quneitra;SY14;Quneitra;SY1400;Al-Khashniyyeh;SY140002;Qarqas;C6300;0
Quneitra;SY14;Quneitra;SY1400;Al-Khashniyyeh;SY140002;Manshiyet Sweisa;C6301;0
Quneitra;SY14;Al Fiq;SY1402;Fiq;SY140200;Sayda;C6302;0
Quneitra;SY14;Al Fiq;SY1402;Fiq;SY140200;Razaniyet Saida;C6303;0
Aleppo;SY02;Menbij;SY0205;Maskana;SY020503;Mujamaa Hettin;C6305;150
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Hammam At-Turkman;C6319;70
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Kherbet Tweini ;C6336;60
Aleppo;SY02;Menbij;SY0205;Al-Khafsa;SY020502;Aridiyeh;C6338;100
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Eastern Alyeh;C6367;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Western Alyeh;C6369;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Bir Noah;C6370;5
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Karama;SY110102;Shweihan Trifawi;C6380;14
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Karama;SY110102;Qadessiyeh;C6381;5
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Maadan;SY110103;Hamadaniyeh;C6382;86
Quneitra;SY14;Quneitra;SY1400;Khan Arnaba;SY140001;Hurriyeh;C6388;0
Idleb;SY07;Harim;SY0703;Dana;SY070301;Bab El Hawa;C6389;100
Aleppo;SY02;Al Bab;SY0202;A'rima;SY020206;Eastern-Thalja;C6413;35
Aleppo;SY02;A'zaz;SY0204;Mare';SY020403;Tal Maled;C6418;30
Aleppo;SY02;A'zaz;SY0204;Suran;SY020405;Qazal;C6421;60
Aleppo;SY02;A'zaz;SY0204;Suran;SY020405;Dalha;C6423;50
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Om Adas Fars;C6431;18
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Qanat Shekh Tabbash;C6432;50
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Hole;SY080006;Abu Jern;C6452;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Tal Al-Bougha;C6476;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Al-Azizieh;C6479;48
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Khirbet Ghazal;C6482;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Al-Maqsumeh;C6490;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Alia;C6491;5
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Sabka;SY110101;Zur Shummar;C6500;10
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Mansura;SY110301;Almajar;C6501;50
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Alhoz;C6507;32
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Muheisen;C6508;17
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Ranin;C6509;15
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Al-Wastah;C6511;15
As-Sweida;SY13;Shahba;SY1303;Ariqa;SY130302;Al-Shomarah;C6519;15
Dar'a;SY12;Dar'a;SY1200;Mzeireb;SY120005;Kharab Shahem;C6522;200
Deir-ez-Zor;SY09;Abu Kamal;SY0902;Hajin;SY090201;Bahra;C6526;16
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Deir-ez-Zor;SY090100;Al-Shola;C6529;20
Hama;SY05;As-Salamiyeh;SY0503;Saboura;SY050303;Abyan;C6539;5
Hama;SY05;Hama;SY0501;Hamra;SY050103;Qbebat;C6558;5
Idleb;SY07;Al Ma'ra;SY0702;Ma'arrat An Nu'man;SY070200;Hamdieh;C6596;40
Idleb;SY07;Al Ma'ra;SY0702;Ma'arrat An Nu'man;SY070200;Maarata;C6598;32
Idleb;SY07;Ariha;SY0705;Mhambal;SY070502;Alyeh;C6613;12
Idleb;SY07;Ariha;SY0705;Mhambal;SY070502;Qrsaya;C6615;48
Idleb;SY07;Jisr-Ash-Shugur;SY0704;Darkosh;SY070402;Kharab Khalil;C6637;24
Idleb;SY07;Jisr-Ash-Shugur;SY0704;Jisr-Ash-Shugur;SY070400;Kastanah Fawqan;C6640;4
Quneitra;SY14;Quneitra;SY1400;Al-Khashniyyeh;SY140002;Ein Frekha;C6658;0
Quneitra;SY14;Quneitra;SY1400;Khan Arnaba;SY140001;Majdolieah;C6661;0
Aleppo;SY02;A'zaz;SY0204;A'zaz;SY020400;Bab Alsalameh;C6669;125
Rural Damascus;SY03;Rural Damascus;SY0301;Kafr Batna;SY030105;Hosh Al-Ashary;C6671;10
Dar'a;SY12;Dar'a;SY1200;Mzeireb;SY120005;Nabe Elfawar;C6673;0
Aleppo;SY02;Al Bab;SY0202;Al Bab;SY020200;Su Sinbat;C1190;2965
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Menbij;C1767;4702
Idleb;SY07;Al Ma'ra;SY0702;Ma'arrat An Nu'man;SY070200;Ma'arrat An Nu'man;C3985;184
Dar'a;SY12;Dar'a;SY1200;Dar'a;SY120000;Tiba;C5992;10913
Dar'a;SY12;Dar'a;SY1200;Dar'a;SY120000;Dar'a;C5993;2005
Dar'a;SY12;Dar'a;SY1200;Dar'a;SY120000;Sayda;C5995;1721
Dar'a;SY12;Dar'a;SY1200;Dar'a;SY120000;Kahil;C5998;158
Dar'a;SY12;Dar'a;SY1200;Dar'a;SY120000;Nasib;C5999;677
Dar'a;SY12;Dar'a;SY1200;Jizeh;SY120006;Jizeh;C6043;462
